id,name,genres,type,episodes,status,aired_from,aired_to,duration_per_ep,score,scored_by,rank,rating,studios,producers,image,trailer,synopsis
437,Perfect Blue,"Avant Garde, Award Winning, Drama, Horror, Suspense",Movie,1.0,Finished Airing,1998-02-28T00:00:00+00:00,,1 hr 21 min,8.55,413849.0,119.0,R+ - Mild Nudity,Madhouse,"Rex Entertainment, ONIRO",https://cdn.myanimelist.net/images/anime/1254/134212l.jpg,https://www.youtube.com/watch?v=kkP4h-gUWfo,"J-pop idol group CHAM! has spent the last two years entertaining its fans. Sadly, all good things must come to an end, and CHAM! must see one of its members, Mima Kirigoe, leave the group to pursue her acting career. While Mima's choice is met with a mixed response, she hopes her fans will continue to support her.

However, Mima's life begins to change drastically after her departure from the group. Wanting to shed her pop-idol image, she takes on a role in a crime drama series, and her career as an actress gradually becomes more demanding and taxing for both Mima and her manager, Rumi Hidaka. To add to Mima's growing unease, an obsessed fan who is incapable of accepting that Mima has quit being an innocent idol, begins stalking her; a new anonymous website begins to impersonate her life with intricate detail; and CHAM! also appears to be doing better without her. One by one, each disturbing development drives Mima to become increasingly unhinged and unable to distinguish reality from fantasy."
170,Slam Dunk,Sports,TV,101.0,Finished Airing,1993-10-16T00:00:00+00:00,1996-03-23T00:00:00+00:00,23 min per ep,8.55,145755.0,121.0,PG-13 - Teens 13 or older,Toei Animation,TV Asahi,https://cdn.myanimelist.net/images/anime/12/86890l.jpg,,"Hanamichi Sakuragi, infamous for his temper, massive height, and fire-red hair, enrolls in Shohoku High, hoping to finally get a girlfriend and break his record of being rejected 50 consecutive times in middle school. His notoriety precedes him, however, leading to him being avoided by most students. Soon, after certain events, Hanamichi is left with two unwavering thoughts: ""I hate basketball,"" and ""I desperately need a girlfriend.""

One day, a girl named Haruko Akagi approaches him without any knowledge of his troublemaking ways and asks him if he likes basketball. Hanamichi immediately falls head over heels in love with her, blurting out a fervent affirmative. She then leads him to the gymnasium, where she asks him if he can do a slam dunk. In an attempt to impress Haruko, he makes the leap, but overshoots, instead slamming his head straight into the blackboard. When Haruko informs the basketball team's captain of Hanamichi's near-inhuman physical capabilities, he slowly finds himself drawn into the camaraderie and competition of the sport he had previously held resentment for."
40776,Haikyu!! To the Top 2nd-cour,Sports,TV,12.0,Finished Airing,2020-10-03T00:00:00+00:00,2020-12-19T00:00:00+00:00,23 min per ep,8.55,526242.0,123.0,PG-13 - Teens 13 or older,Production I.G,"Dentsu, Mainichi Broadcasting System, Movic, Sony Music Entertainment, TOHO animation, Shueisha",https://cdn.myanimelist.net/images/anime/1453/106768l.jpg,https://www.youtube.com/watch?v=QiMriorA2UY,"Once called a fallen powerhouse and known as ""Flightless Crows,"" Karasuno High School has finally taken flight at nationals. With a comprehensive performance against Tsubakihara Academy in their first match, the team is now facing its toughest opponent yet: the runners-up of the last Spring Tournament, Inarizaki High School. Furthermore, dealing with the formidable twin Miya brothers only makes things more difficult for Karasuno.

As soon as the match begins, Karasuno is overwhelmed by all the noise and jeers from the supporters of Inarizaki High but rekindles its strength thanks to its own loyal fans. Karasuno also gains some momentum by utilizing an attack centered on Shouyou Hinata, but the eccentric play of Atsumu and Osamu Miya delivers an unexpected blow that leaves their opponent astounded.

Things are bound to get intense as the match progresses between these two teams. Will Karasuno be able to defeat Inarizaki High and overcome the hurdles that threaten its pursuit to the top?"
40748,Jujutsu Kaisen,"Action, Award Winning, Supernatural",TV,24.0,Finished Airing,2020-10-03T00:00:00+00:00,2021-03-27T00:00:00+00:00,23 min per ep,8.55,1853180.0,117.0,R - 17+ (violence & profanity),MAPPA,"Mainichi Broadcasting System, TOHO animation, Shueisha, dugout, Sumzap",https://cdn.myanimelist.net/images/anime/1171/109222l.jpg,https://www.youtube.com/watch?v=4A_X-Dvl0ws,"Idly indulging in baseless paranormal activities with the Occult Club, high schooler Yuuji Itadori spends his days at either the clubroom or the hospital, where he visits his bedridden grandfather. However, this leisurely lifestyle soon takes a turn for the strange when he unknowingly encounters a cursed item. Triggering a chain of supernatural occurrences, Yuuji finds himself suddenly thrust into the world of Curses—dreadful beings formed from human malice and negativity—after swallowing the said item, revealed to be a finger belonging to the demon Sukuna Ryoumen, the King of Curses.

Yuuji experiences first-hand the threat these Curses pose to society as he discovers his own newfound powers. Introduced to the Tokyo Prefectural Jujutsu High School, he begins to walk down a path from which he cannot return—the path of a Jujutsu sorcerer."
53447,To Be Hero X,Action,ONA,24.0,Currently Airing,2025-04-06T00:00:00+00:00,,24 min per ep,8.54,24798.0,126.0,PG-13 - Teens 13 or older,"Pb Animation Co. Ltd., LAN Studio, Paper Plane Animation Studio","Aniplex, bilibili, BeDream",https://cdn.myanimelist.net/images/anime/1232/148474l.jpg,https://www.youtube.com/watch?v=4-e9BXNbDlc,"This is a world where heroes are created by people's trust, and the hero who has received the most trust is known as ""X."" In this world, people's trust can be calculated by data, and these values will be reflected on everyone's wrist. As long as enough trust points are obtained, ordinary people can also have superpowers and become superheroes that save the world. However, the ever-changing trust value makes the hero's path full of unknowns...

(Sou"
30484,Steins;Gate 0,"Drama, Sci-Fi, Suspense",TV,23.0,Finished Airing,2018-04-12T00:00:00+00:00,2018-09-27T00:00:00+00:00,23 min per ep,8.54,453916.0,125.0,PG-13 - Teens 13 or older,White Fox,"Frontier Works, Movic, Kadokawa",https://cdn.myanimelist.net/images/anime/1375/93521l.jpg,https://www.youtube.com/watch?v=NhExBlBnmQI,"The eccentric, self-proclaimed mad scientist Rintarou Okabe has become a shell of his former self. Depressed and traumatized after failing to rescue his friend Makise Kurisu, he has decided to forsake his mad scientist alter ego and live as an ordinary college student. Surrounded by friends who know little of his time travel experiences, Okabe spends his days trying to forget the horrors of his adventures alone. 

While working as a receptionist at a college technology forum, Okabe meets the short, spunky Maho Hiyajo, who 
later turns out to be the interpreter at the forum's presentation, conducted by Professor Alexis Leskinen. In front of a stunned crowd, Alexis and Maho unveil Amadeus—a revolutionary AI capable of storing a person's memories and creating a perfect simulation of that person complete with their personality and quirks. Meeting with Maho and Alexis after the presentation, Okabe learns that the two were Kurisu's colleagues in university, and that they have simulated her in Amadeus. Hired by Alexis to research the simulation's behavior, Okabe is given the chance to interact with the shadow of a long-lost dear friend. Dangerously tangled in the past, Okabe must face the harsh reality and carefully maneuver around the disastrous consequences that come with disturbing the natural flow of time."
11741,Fate/Zero Season 2,"Action, Fantasy",TV,12.0,Finished Airing,2012-04-08T00:00:00+00:00,2012-06-24T00:00:00+00:00,24 min per ep,8.54,737359.0,124.0,R - 17+ (violence & profanity),ufotable,"Aniplex, Nitroplus, Seikaisha, Notes",https://cdn.myanimelist.net/images/anime/1522/117645l.jpg,https://www.youtube.com/watch?v=FkZ1euZ-S-Y,"As the Fourth Holy Grail War rages on with no clear victor in sight, the remaining Servants and their Masters are called upon by Church supervisor Risei Kotomine, in order to band together and confront an impending threat that could unravel the Grail War and bring about the destruction of Fuyuki City. The uneasy truce soon collapses as Masters demonstrate that they will do anything in their power, no matter how despicable, to win.

Seeds of doubt are sown between Kiritsugu Emiya and Saber, his Servant, as their conflicting ideologies on heroism and chivalry clash. Meanwhile, an ominous bond forms between Kirei Kotomine, who still seeks to find his purpose in life, and one of the remaining Servants. As the countdown to the end of the war reaches zero, the cost of winning begins to blur the line between victory and defeat."
25777,Attack on Titan Season 2,"Action, Drama, Suspense",TV,12.0,Finished Airing,2017-04-01T00:00:00+00:00,2017-06-17T00:00:00+00:00,24 min per ep,8.53,1976219.0,127.0,R - 17+ (violence & profanity),Wit Studio,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprises",https://cdn.myanimelist.net/images/anime/4/84177l.jpg,https://www.youtube.com/watch?v=zLaVP8IhIuc,"For centuries, humanity has been hunted by giant, mysterious predators known as the Titans. Three mighty walls—Wall Maria, Rose, and Sheena—provided peace and protection for humanity for over a hundred years. That peace, however, was shattered when the Colossal Titan and Armored Titan appeared and destroyed the outermost wall, Wall Maria. Forced to retreat behind Wall Rose, humanity waited with bated breath for the Titans to reappear and destroy their safe haven once more.

In Shingeki no Kyojin Season 2, Eren Yeager and others of the 104th Training Corps have just begun to become full members of the Survey Corps. As they ready themselves to face the Titans once again, their preparations are interrupted by the invasion of Wall Rose—but all is not as it seems as more mysteries are unraveled. As the Survey Corps races to save the wall, they uncover more about the invading Titans and the dark secrets of their own members."
5300,Natsume's Book of Friends Season 2,"Slice of Life, Supernatural",TV,13.0,Finished Airing,2009-01-06T00:00:00+00:00,2009-03-31T00:00:00+00:00,24 min per ep,8.53,131258.0,128.0,PG-13 - Teens 13 or older,Brain's Base,"Aniplex, Nihon Ad Systems",https://cdn.myanimelist.net/images/anime/4/79738l.jpg,https://www.youtube.com/watch?v=mea4xITAo_4,"As with its prequel, Zoku Natsume Yuujinchou is about Takashi Natsume, a boy who has had the ability to see youkai since he was young, and his bodyguard youkai Madara, nicknamed Nyanko-sensei. Natsume attempts to return names written in his ""Book of Friends"" (which he inherited from his grandmother Reiko) to youkai in his village. Throughout these adventures, he meets some youkai that are friendly, some that want to steal the Book, and some that want to kill him, as Natsume learns about himself and his relationship with these mysterious beings along the way."
578,Grave of the Fireflies,Drama,Movie,1.0,Finished Airing,1988-04-16T00:00:00+00:00,,1 hr 28 min,8.53,434697.0,130.0,PG-13 - Teens 13 or older,Studio Ghibli,,https://cdn.myanimelist.net/images/anime/1485/141208l.jpg,https://www.youtube.com/watch?v=4vPeTSRd580,"As World War II reaches its conclusion in 1945, Japan faces widespread destruction in the form of American bombings, devastating city after city. Hotaru no Haka, also known as Grave of the Fireflies, is the story of Seita and his sister Setsuko, two Japanese children whose lives are ravaged by the brutal war. They have lost their mother, their father, their home, and the prospect of a bright future—all tragic consequences of the war.

Now orphaned and homeless, Seita and Setsuko have no choice but to drift across the countryside, beset by starvation and disease. Met with the apathy of adults along the way, they find that desperate circumstances can turn even the kindest of people cruel yet their youthful hope shines brightly in the face of unrelenting hardship, preventing the siblings from swiftly succumbing to an inevitable fate."
40417,Fruits Basket 2nd Season,"Drama, Romance, Supernatural",TV,25.0,Finished Airing,2020-04-07T00:00:00+00:00,2020-09-22T00:00:00+00:00,23 min per ep,8.53,286679.0,129.0,PG-13 - Teens 13 or older,TMS Entertainment,"TV Tokyo, TV Osaka, Nihon Ad Systems, Hakusensha, Avex Pictures, TMS Music, 8PAN",https://cdn.myanimelist.net/images/anime/1972/111635l.jpg,https://www.youtube.com/watch?v=yBBePKQTWFE,"A year has passed since Tooru Honda began living in the Souma residence, and she has since created stronger relationships with its inhabitants Shigure, Kyou, and Yuki. She has also grown closer to the rest of the Souma family and has become familiar with their ancestral secret, having helped them with many of their personal issues. The closer Tooru gets, however, the more she begins to realize that their secret holds a darker truth than she first presumed.

Summer is approaching and Tooru is invited to spend her days with the Soumas, mainly Kyou and Yuki. Tooru wishes for an easy-going vacation, but her close relationships with the two boys and the rest of the Soumas may prove to cause trouble. As they grow more intimate, their carefree time together is hindered by older hardships and feelings from the past that begin to resurface. The Eternal Banquet also dawns on the members of the zodiac, and they must tend to their duties alongside the unnerving head of the family, Akito Souma.

With the banquet approaching and a plethora of feelings to be solved, will Tooru's life with the Soumas remain peaceful, or will she find herself in a situation from which she cannot escape?"
53273,JoJo's Bizarre Adventure: Stone Ocean Part 3,"Action, Adventure",ONA,14.0,Finished Airing,2022-12-01T00:00:00+00:00,,24 min per ep,8.52,167814.0,134.0,R - 17+ (violence & profanity),David Production,"Warner Bros. Japan, KlockWorx, Medicos Entertainment, Shueisha",https://cdn.myanimelist.net/images/anime/1233/128920l.jpg,https://www.youtube.com/watch?v=KZ3RCnoZlLw,"After finally escaping the confines of Green Dolphin Street Jail, Jolyne Kuujou—alongside her companions Ermes Costello and Emporio Alniño—pursues the villainous priest Enrico Pucci across the state of Florida. Jolyne's allies, Weather Report and Narciso Anasui, struggle to catch up with her in order to help bring an end to Pucci's plot. As both parties pursue the priest, they must battle against Pucci's band of enemy Stand users.

While Jolyne's comrades fight for their lives, Pucci races to the Kennedy Space Center. There he hopes to enact his ultimate goal, one he believes God has entrusted to him. He aims to fulfill the will of the Joestars' blood enemy Dio Brando and—by robbing humanity of free will and making them slaves to fate—to create a world where all humans are blissfully happy.

Unable to rely on the aid of her comatose father Joutarou, Jolyne must weaponize all she has learned in prison to confront Pucci in a climactic battle while the world itself hangs in the balance."
21329,Mushi-shi: The Shadow that Devours the Sun,"Adventure, Mystery, Slice of Life, Supernatural",TV Special,1.0,Finished Airing,2014-01-04T00:00:00+00:00,,44 min,8.52,71042.0,135.0,PG-13 - Teens 13 or older,Artland,"Aniplex, Kodansha, Delfi Sound",https://cdn.myanimelist.net/images/anime/1559/147521l.jpg,https://www.youtube.com/watch?v=Q9PiKDPIgPg,"The entire countryside comes to a halt midday to witness a rare solar eclipse that is rumored to allow the average person to see Mushi. Unable to avert their gaze, the air is full of awe and wonder—but those who know the Mushi are preparing for the eclipse's aftermath.

Based on a prediction from Tanyuu Karibusa, the cursed recorder, Mushishi Ginko finds himself in a very unlucky farming village. Immediately following the solar eclipse, a strange black cloud begins to gather in the sky and blocks the sun once more. Suspecting it to be the work of a Mushi known as Hihami, Ginko seeks to liberate the village from perpetual darkness. However, it seems that not all of the villagers are eager to return to the light."
35843,Gintama. Slip Arc,"Action, Comedy, Sci-Fi",TV,13.0,Finished Airing,2017-10-02T00:00:00+00:00,2017-12-25T00:00:00+00:00,23 min per ep,8.52,108602.0,133.0,PG-13 - Teens 13 or older,Bandai Namco Pictures,"TV Tokyo, Aniplex, Dentsu, Shueisha",https://cdn.myanimelist.net/images/anime/11/88325l.jpg,https://www.youtube.com/watch?v=sznFcl1O3GI,"Following the grim events of Iga, Kokujou Island, Rakuyou, and multiple fruitless confrontations with the Tenshouin Naraku and Tendoshuu, Gintama. Porori-hen takes its viewers on a trip down memory lane to when Yorozuya were mostly doing what they did best—odd jobs. The great space hunter Umibouzu has returned to Edo and is livid when he finds out that his daughter Kagura has a boyfriend. He blames Gintoki for being an incompetent guardian, but has the time finally come for him to let go of his daughter?

Back with shameless parodies, risqué humor, and lively camaraderie, Gintoki, Kagura, and Shinpachi are faced with unforeseen situations that manage to be both hilarious and emotionally stirring."
7472,Gintama: The Movie,"Action, Comedy, Sci-Fi",Movie,1.0,Finished Airing,2010-04-24T00:00:00+00:00,,1 hr 35 min,8.52,99534.0,132.0,R - 17+ (violence & profanity),Sunrise,"TV Tokyo, Aniplex, Dentsu, Bandai, Warner Bros. Japan, Shueisha",https://cdn.myanimelist.net/images/anime/4/28803l.jpg,https://www.youtube.com/watch?v=ZHAZCsDXecE,"Gintoki and his Yorozuya friends (or rather, employees suffering under labor violations), Shinpachi and Kagura, continue to scrape by in the futuristic, alien-infested city of Edo. They take on whatever work they can find while trying not to get involved in anything too dangerous. But when Katsura, the leader of the Joui rebels and Gintoki's long-time acquaintance, disappears after being brutally attacked by an unknown assassin, Shinpachi and Kagura begin an investigation into his whereabouts and the identity of the assailant. Meanwhile, Gintoki takes on a seemingly unrelated job: the blacksmith Tetsuya requests that Gin recover a strange and powerful sword called the Benizakura which was recently stolen.

As the two investigations gradually intersect, the Yorozuya crew find themselves in the midst of a major conspiracy that hinges on the sinister nature of the Benizakura sword. Gintoki resolves to take the fight directly to the enemy headquarters, and together with a few unexpected allies, sets out on one of his most perilous jobs yet."
12365,Bakuman. Season 3,"Comedy, Drama, Romance",TV,25.0,Finished Airing,2012-10-06T00:00:00+00:00,2013-03-30T00:00:00+00:00,24 min per ep,8.52,200079.0,131.0,PG-13 - Teens 13 or older,J.C.Staff,"NHK, Shueisha",https://cdn.myanimelist.net/images/anime/6/41845l.jpg,,"Onto their third serialization, manga duo Moritaka Mashiro and Akito Takagi—also known by their pen name, Muto Ashirogi—are ever closer to their dream of an anime adaption. However, the real challenge is only just beginning: if they are unable to compete with the artist Eiji Niizuma in the rankings within the span of six months, they will be canceled. To top it off, numerous rivals are close behind and declaring war. They don't even have enough time to spare thinking about an anime!

In Bakuman. 3rd Season, Muto Ashirogi must find a way to stay atop the colossal mountain known as the Shounen Jack rankings. With new problems and new assistants, the pair continue to strive for their dream."
205,Samurai Champloo,"Action, Adventure, Comedy",TV,26.0,Finished Airing,2004-05-20T00:00:00+00:00,2005-03-19T00:00:00+00:00,24 min per ep,8.52,665412.0,136.0,R - 17+ (violence & profanity),Manglobe,"Victor Entertainment, Fuji TV, Barnum Studio, Tokuma Shoten, flying DOG",https://cdn.myanimelist.net/images/anime/1370/135212l.jpg,,"Fuu Kasumi is a young and clumsy waitress who spends her days peacefully working in a small teahouse. That is, until she accidentally spills a drink all over one of her customers! With a group of samurai now incessantly harassing her, Fuu desperately calls upon another samurai in the shop, Mugen, who quickly defeats them with his wild fighting technique, utilizing movements reminiscent to that of breakdancing. Unfortunately, Mugen decides to pick a fight with the unwilling ronin Jin, who wields a more precise and traditional style of swordfighting, and the latter proves to be a formidable opponent. The only problem is, they end up destroying the entire shop as well as accidentally killing the local magistrate's son.

For their crime, the two samurai are captured and set to be executed. However, they are rescued by Fuu, who hires the duo as her bodyguards. Though she no longer has a place to return to, the former waitress wishes to find a certain samurai who smells of sunflowers and enlists the help of the now exonerated pair to do so. Despite initially disapproving of this idea, the two eventually agree to assist the girl in her quest; thus, the trio embark upon an adventure to find this mysterious warrior—that is, if Fuu can keep Mugen and Jin from killing each other.

Set in an alternate Edo Period of Japan, Samurai Champloo follows the journey of these three eccentric individuals in an epic quest full of action, comedy, and dynamic sword fighting, all set to the beat of a unique hip-hop infused soundtrack."
57647,Uma Musume: Pretty Derby - Beginning of a New Era,Sports,Movie,1.0,Finished Airing,2024-05-24T00:00:00+00:00,,1 hr 47 min,8.51,5929.0,138.0,PG-13 - Teens 13 or older,CygamesPictures,Cygames,https://cdn.myanimelist.net/images/anime/1427/142210l.jpg,https://www.youtube.com/watch?v=Mbq51ikrOg0,A film adaptation of the Uma Musum
35839,A Place Further Than The Universe,"Adventure, Comedy, Drama",TV,13.0,Finished Airing,2018-01-02T00:00:00+00:00,2018-03-27T00:00:00+00:00,23 min per ep,8.51,229024.0,137.0,PG-13 - Teens 13 or older,Madhouse,"Movic, AT-X, Sony Music Communications, Docomo Anime Store, Kadokawa Media House, Kadokawa, NewGin, Crunchyroll SC Anime Fund",https://cdn.myanimelist.net/images/anime/6/89879l.jpg,https://www.youtube.com/watch?v=jFgvK5BzGck,"Filled with an overwhelming sense of wonder for the world around her, Mari Tamaki has always dreamt of what lies beyond the reaches of the universe. However, despite harboring such large aspirations on the inside, her fear of the unknown and anxiety over her own possible limitations have always held her back from chasing them. But now, in her second year of high school, Mari is more determined than ever to not let any more of her youth go to waste. Still, her fear continues to prevent her from taking that ambitious step forward—that is, until she has a chance encounter with a girl who has grand dreams of her own.

Spurred by her mother's disappearance, Shirase Kobuchizawa has been working hard to fund her trip to Antarctica. Despite facing doubt and ridicule from virtually everyone, Shirase is determined to embark on this expedition to search for her mother in a place further than the universe itself. Inspired by Shirase's resolve, Mari jumps at the chance to join her. Soon, their efforts attract the attention of the bubbly Hinata Miyake, who is eager to stand out, and Yuzuki Shiraishi, a polite girl from a high class background. Together, the four spirited girls set sail toward the frozen south, all in search of something great."
4282,The Garden of Sinners Chapter 5: Paradox Spiral,"Action, Drama, Fantasy, Mystery, Romance, Suspense",Movie,1.0,Finished Airing,2008-08-16T00:00:00+00:00,,1 hr 54 min,8.51,136747.0,139.0,R - 17+ (violence & profanity),ufotable,Notes,https://cdn.myanimelist.net/images/anime/4/75851l.jpg,https://www.youtube.com/watch?v=o3nYOOkXRfM,"In November 1998, a double homicide occurs at the newly constructed Ogawa apartment complex in the heart of Mifune City. The murderer, Tomoe Enjou, has fled in a panic. To his astonishment, he is not pursued by the police and news of the incident has not been reported through media outlets. After Shiki Ryougi defends Tomoe from a group of thugs, she allows him to use her residence as a hideout. However, a few days later, Tomoe is shaken to discover that his mother is alive, even though he is convinced that he killed her.
 
Coincidentally, Mikiya Kokutou is investigating a tip that his associate Touko Aozaki receives regarding the murder at the unique apartment complex. As he uncovers more information about the incident, Mikiya takes a particular interest in Tomoe. Deciding to investigate him further, Mikiya soon discovers the disturbing truth of the foreboding Ogawa complex.

The fifth installment of the Kara no Kyoukai film series, Mujun Rasen combines an intricately constructed mystery with established themes and characters to produce a dark, thought-provoking story."
801,Ghost in the Shell: Stand Alone Complex 2nd GIG,"Action, Mystery, Sci-Fi",TV,26.0,Finished Airing,2004-01-01T00:00:00+00:00,2005-01-08T00:00:00+00:00,25 min per ep,8.51,107305.0,140.0,R - 17+ (violence & profanity),Production I.G,"Bandai Visual, Dentsu, Victor Entertainment, Kodansha, Tokuma Shoten, Nippon Television Network, Fonishia",https://cdn.myanimelist.net/images/anime/1646/135390l.jpg,https://www.youtube.com/watch?v=D522fRIFfhI,"Following the closure of the ""Laughing Man"" case, Section 9 is re-established by Japan's newly elected Prime Minister, Youko Kayabuki, to combat the persistent threat of cyber-terrorism.

A group calling themselves ""The Individual Eleven"" has begun committing acts of terror across Japan. While Motoko Kusanagi, Daisuke Aramaki, Batou, and the other members of Section 9 investigate this new menace, the Japanese government faces a separate crisis, as foreign refugees displaced by the Third World War seek asylum in Japan. But as the members of the special-ops team continually encounter Gouda Kazundo—a leading member of the Cabinet Intelligence Service—in their hunt, they begin to suspect that he may be involved, and that the events of the refugee crisis and The Individual Eleven may be more connected than they realize..."
57334,Dan Da Dan,"Action, Comedy, Supernatural",TV,12.0,Finished Airing,2024-10-04T00:00:00+00:00,2024-12-20T00:00:00+00:00,23 min per ep,8.5,433177.0,142.0,R - 17+ (violence & profanity),Science SARU,"Aniplex, Dentsu, Shogakukan-Shueisha Productions, Mainichi Broadcasting System, Shueisha",https://cdn.myanimelist.net/images/anime/1584/143719l.jpg,https://www.youtube.com/watch?v=V3xNYDFsnN8,"Reeling from her recent breakup, Momo Ayase, a popular high schooler, shows kindness to her socially awkward schoolmate, Ken Takakura, by standing up to his bullies. Ken misunderstands her intentions, believing he has made a new friend who shares his obsession with aliens and UFOs. However, Momo's own eccentric occult beliefs lie in the supernatural realm; she thinks aliens do not exist. A rivalry quickly brews as each becomes determined to prove the other wrong.

Despite their initial clash over their opposing beliefs, Momo and Ken form an unexpected but intimate friendship, a bond forged in a series of supernatural battles and bizarre encounters with urban legends and paranormal entities. As both develop unique superhuman abilities, they learn to supplement each other's weaknesses, leading them to wonder if their newfound partnership may be about more than just survival."
38474,Laid-Back Camp Season 2,Slice of Life,TV,13.0,Finished Airing,2021-01-07T00:00:00+00:00,2021-04-01T00:00:00+00:00,23 min per ep,8.5,107594.0,144.0,PG-13 - Teens 13 or older,C-Station,"Half H.P Studio, MAGES., DeNA",https://cdn.myanimelist.net/images/anime/1255/110636l.jpg,https://www.youtube.com/watch?v=ciGB8qOyXrM,"Having spent Christmas camping with her new friends, Rin Shima embarks on a solo-camping trip to see the New Year sunrise by the sea. All goes according to plan until unforeseen weather blocks the roads back home, making a return trip impossible. Rin, who is now stranded for a few days, is invited by Nadeshiko Kagamihara to stay at her grandmother's house. 

What is supposed to be a two-day trip becomes an extended period of sightseeing and new experiences for Rin, and she encounters some new and old faces along the way. Yuru Camp△ Season 2 continues the story of Rin, Nadeshiko, and their friends as they further explore the joys of camping."
31933,JoJo's Bizarre Adventure: Diamond Is Unbreakable,"Action, Adventure",TV,39.0,Finished Airing,2016-04-02T00:00:00+00:00,2016-12-24T00:00:00+00:00,23 min per ep,8.5,829274.0,141.0,R - 17+ (violence & profanity),David Production,"Warner Bros. Japan, KlockWorx, Medicos Entertainment, Shueisha",https://cdn.myanimelist.net/images/anime/3/79156l.jpg,https://www.youtube.com/watch?v=gagUdy3AY14,"The year is 1999. Morioh, a normally quiet and peaceful town, has recently become a hotbed of strange activity. Joutarou Kuujou, now a marine biologist, heads to the mysterious town to meet Jousuke Higashikata. While the two may seem like strangers at first, Jousuke is actually the illegitimate child of Joutarou's grandfather, Joseph Joestar. When they meet, Joutarou realizes that he may have more in common with Jousuke than just a blood relation.

Along with the mild-mannered Kouichi Hirose and the boisterous Okuyasu Nijimura, the group dedicates themselves to investigating recent disappearances and other suspicious occurrences within Morioh. Aided by the power of Stands, the four men will encounter danger at every street corner, as it is up to them to unravel the town's secrets, before another occurs."
40664,Revue Starlight: The Movie,Drama,Movie,1.0,Finished Airing,2021-06-04T00:00:00+00:00,,2 hr,8.5,10315.0,143.0,PG-13 - Teens 13 or older,Kinema Citrus,Bushiroad,https://cdn.myanimelist.net/images/anime/1378/119190l.jpg,https://www.youtube.com/watch?v=z5hfWlnhTqk,"With the arrival of a new generation of talented girls, another lively year at Seishou Music Academy begins. The graduating 99th class is already preparing for the much-anticipated rendition of Starlight, a bittersweet story about the parting of two girls.

It seems like all students in the Actor Training Department have their post-graduation future figured out—except for the cheerful Karen Aijou. Having fulfilled her promise of performing in a play with Hikari Kagura, her ambitious childhood friend, Karen struggles to find her purpose. What lies beyond their promise is a mystery to Karen, as Hikari was the fuel that kept her passion for performing aflame. Now alone, Karen must confront the reality of stage girls and find her way toward the future—her very own stage."
11981,Puella Magi Madoka Magica the Movie: Rebellion,"Award Winning, Drama, Suspense",Movie,1.0,Finished Airing,2013-10-26T00:00:00+00:00,,1 hr 56 min,8.49,239499.0,146.0,PG-13 - Teens 13 or older,Shaft,"Aniplex, Mainichi Broadcasting System, Movic, Nitroplus, Houbunsha",https://cdn.myanimelist.net/images/anime/5/54231l.jpg,https://www.youtube.com/watch?v=aic9EjX2A8Y,"The young girls of Mitakihara happily live their lives, occasionally fighting off evil, but otherwise going about their peaceful, everyday routines. However, Homura Akemi feels that something is wrong with this unusually pleasant atmosphere—though the others remain oblivious, she can't help but suspect that there is more to what is going on than meets the eye: someone who should not exist is currently present to join in on their activities.

Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari follows Homura in her struggle to uncover the painful truth behind the mysterious circumstances, as she selfishly and desperately fights for the sake of her undying love in this despair-ridden conclusion to the story of five magical girls."
32182,Mob Psycho 100,"Action, Comedy, Supernatural",TV,12.0,Finished Airing,2016-07-11T00:00:00+00:00,2016-09-27T00:00:00+00:00,24 min per ep,8.49,1358930.0,147.0,PG-13 - Teens 13 or older,Bones,"Warner Bros. Japan, KlockWorx, BS Fuji, Hakuhodo DY Music & Pictures, Shogakukan",https://cdn.myanimelist.net/images/anime/8/80356l.jpg,https://www.youtube.com/watch?v=F8g3TuKsQHs,"Eighth-grader Shigeo ""Mob"" Kageyama has tapped into his inner wellspring of psychic prowess at a young age. But the power quickly proves to be a liability when he realizes the potential danger in his skills. Choosing to suppress his power, Mob's only present use for his ability is to impress his longtime crush, Tsubomi, who soon grows bored of the same tricks.

In order to effectuate control on his skills, Mob enlists himself under the wing of Arataka Reigen, a con artist claiming to be a psychic, who exploits Mob's powers for pocket change. Now, exorcising evil spirits on command has become a part of Mob's daily, monotonous life. However, the psychic energy he exerts is barely the tip of the iceberg; if his vast potential and unrestrained emotions run berserk, a cataclysmic event that would render him completely unrecognizable will be triggered. The progression toward Mob's explosion is rising and attempting to stop it is futile."
